# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct 29 14:40:52 2017
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
#
rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_duration,koi_depth,koi_prad,koi_srad
193,11402995,K00173.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.060832380,4.57180,460.2,2.58,1.1400
194,10810838,K00174.01,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,56.354079160,3.44490,1037.0,2.59,0.7010
195,8323753,K00175.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,6.714256320,3.33900,283.5,5.76,2.6230
196,6442377,K00176.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,30.229102740,6.67510,443.4,3.49,1.5180
197,6803202,K00177.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,21.060753030,5.24720,301.2,1.78,1.0340
198,11455491,K00178.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,6.142814980,4.62400,122.0,1.82,1.5540
199,9663113,K00179.01,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,20.740286450,10.39390,1023.3,4.24,1.2990
200,9663113,K00179.02,CONFIRMED,FALSE POSITIVE,0.0000,1,0,0,0,572.376632000,24.42000,1743.4,5.80,1.2990
201,9573539,K00180.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.045563770,3.20270,671.4,2.19,0.8530
202,12504988,K00181.01,FALSE POSITIVE,FALSE POSITIVE,0.0030,0,1,0,0,5.093938816,3.93144,25026.7,17.19,1.0350
203,5376836,K00182.01,CANDIDATE,CANDIDATE,0.8760,0,1,0,0,3.479425638,3.44790,19550.0,12.86,0.8780
204,9651668,K00183.01,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,2.684328541,2.69382,18136.5,12.73,0.9560
205,7972785,K00184.01,FALSE POSITIVE,FALSE POSITIVE,0.0040,0,1,0,0,7.300735516,5.78725,13051.7,13.32,1.1380
206,4178389,K00185.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,23.210509958,3.09802,28736.9,21.19,0.8090
207,12019440,K00186.01,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,3.243259880,3.03318,16450.9,12.91,1.0130
208,7023960,K00187.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,30.882538697,5.37370,24012.0,15.40,0.9930
209,5357901,K00188.01,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,3.797018259,2.26080,14431.2,10.07,0.8480
210,11391018,K00189.01,CONFIRMED,CANDIDATE,0.9820,0,0,0,0,30.360445359,6.01340,21124.7,10.99,0.7650
211,5771719,K00190.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,12.264867364,4.73660,11310.9,28.29,2.3440
212,5972334,K00191.01,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,15.358767771,4.12230,14638.1,10.89,0.8870
213,5972334,K00191.02,CANDIDATE,CANDIDATE,0.9960,0,0,0,0,2.418406841,2.07440,665.4,2.25,0.8870
214,5972334,K00191.03,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,0.708621057,1.50410,187.5,1.20,0.8870
215,5972334,K00191.04,CONFIRMED,FALSE POSITIVE,0.0000,1,0,0,0,38.652079600,5.60700,566.5,2.07,0.8870
216,7950644,K00192.01,CONFIRMED,CANDIDATE,0.9910,0,0,0,0,10.290994129,4.28889,9655.7,13.43,1.3730
217,10799735,K00193.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,37.590298548,4.38550,19938.9,14.39,1.0030
218,10904857,K00194.01,CONFIRMED,CANDIDATE,0.8020,0,1,0,0,3.120828136,2.18780,16456.0,14.16,0.9960
219,11502867,K00195.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.217518511,2.11481,14319.4,11.38,0.9030
220,9410930,K00196.01,CONFIRMED,CANDIDATE,1.0000,0,1,0,0,1.855557556,2.35672,10570.1,10.05,0.9470
221,2987027,K00197.01,CONFIRMED,CANDIDATE,0.9900,0,0,0,0,17.276296682,3.94738,10458.0,7.31,0.7380
222,10666242,K00198.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,87.242503160,4.12060,17860.5,15.86,0.9550
223,10019708,K00199.01,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,3.268695042,3.45188,10091.4,16.91,1.6910
224,10019708,K00199.02,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,8.784582740,6.45900,210.8,2.60,1.6910
225,6046540,K00200.01,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,7.340714946,2.99870,8510.5,14.31,1.4980
226,6849046,K00201.01,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,4.225384543,2.82038,7563.0,9.00,1.0540
227,7877496,K00202.01,CONFIRMED,CANDIDATE,1.0000,0,1,0,0,1.720861290,2.02430,10184.5,13.25,1.2150
228,10619192,K00203.01,CONFIRMED,CANDIDATE,1.0000,0,1,0,0,1.485710994,2.28740,20823.9,14.48,1.0180
229,9305831,K00204.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.246732048,3.05350,6998.2,12.40,1.4570
230,7046804,K00205.01,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,11.720123999,3.00390,9763.3,7.94,0.7700
231,5728139,K00206.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.334082429,6.22260,4676.5,13.08,1.9050
232,3762468,K00208.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.003879547,3.28480,8538.0,10.96,1.1720
233,10723750,K00209.01,CONFIRMED,CANDIDATE,0.9930,0,0,0,0,50.790346480,10.84740,5671.1,10.60,1.4060
234,10723750,K00209.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,18.795912760,7.52350,2431.4,7.39,1.4060
235,10602291,K00210.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,20.927358020,3.42560,8091.0,17.36,1.1090
236,10656508,K00211.01,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,124.035899390,4.84720,7690.0,11.13,1.2800
237,6300348,K00212.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,5.695902020,3.56610,4921.1,6.61,0.9400
238,9164836,K00213.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,48.118812545,5.27958,69850.7,45.18,0.8720
239,11046458,K00214.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.311864148,1.40490,5976.5,9.06,0.9370
240,12508335,K00215.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,42.943862580,3.75910,9207.9,41.62,0.9400
241,6152974,K00216.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,20.172024672,3.14880,5368.1,6.24,0.8640
242,6152974,K00216.02,CONFIRMED,CANDIDATE,0.9920,0,0,0,0,7.518545370,2.84500,286.7,1.42,0.8640
243,9595827,K00217.01,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,3.905081685,2.82130,21340.5,12.78,0.8870
244,9838975,K00218.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,18.692860599,3.88584,51256.5,14.81,0.6600
245,6305192,K00219.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.025118521,5.36940,3120.4,7.79,1.3690
246,7132798,K00220.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.422084188,2.56130,1871.8,3.55,0.8300
247,7132798,K00220.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.125119350,2.87700,114.7,0.88,0.8300
248,3937519,K00221.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.413036353,2.61366,3868.7,6.62,1.0870
249,3937519,K00221.02,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,5.896619660,3.15400,144.0,1.28,1.0870
250,4249725,K00222.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.312508525,2.74550,1286.0,2.00,0.5710
251,4249725,K00222.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.794547400,3.41970,816.7,1.60,0.5710
252,4545187,K00223.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.177414601,1.52620,1134.3,2.65,0.7080
253,4545187,K00223.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,41.008111700,4.37600,1004.5,2.64,0.7080
254,5547480,K00224.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,3.979867514,2.36070,907.6,26.50,0.9730
255,5801571,K00225.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.838597429,1.68668,2482.1,44.67,1.2360
256,5959753,K00226.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.308653070,3.27470,836.1,2.42,0.8490
257,3847907,K00229.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.573202801,2.88000,2975.0,5.81,1.0800
258,3862246,K00230.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.702495974,2.34210,4787.3,37.24,0.8780
259,4043443,K00231.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,119.840101900,3.67960,5448.7,26.96,0.6750
260,4833421,K00232.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.466004437,5.00660,2232.1,5.65,1.1910
261,4833421,K00232.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.766165573,3.83140,364.8,2.27,1.1910
262,4833421,K00232.03,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,21.587527880,4.49680,336.8,2.18,1.1910
263,4833421,K00232.04,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,37.996236900,6.77510,403.7,2.39,1.1910
264,4833421,K00232.05,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,56.259088100,8.11400,348.8,2.22,1.1910
265,5023956,K00233.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.824649000,4.22850,3218.5,5.31,0.7930
266,8491277,K00234.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.613753160,4.65400,797.9,3.27,1.1100
267,8107225,K00235.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.632525080,2.14480,634.4,2.04,0.8040
268,8453211,K00236.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,5.776759280,6.78900,3522.5,32.77,0.8750
269,8041216,K00237.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.508333104,3.45590,646.5,2.60,1.0300
270,7219825,K00238.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,17.232328940,4.55680,509.8,2.79,1.2160
271,7219825,K00238.02,CONFIRMED,CANDIDATE,0.9930,0,0,0,0,26.695194400,4.57600,132.6,1.40,1.2160
272,7219825,K00238.03,CANDIDATE,CANDIDATE,0.7840,0,0,0,0,362.978280000,14.08300,260.6,1.96,1.2160
273,6383785,K00239.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.640676975,2.83540,1453.3,4.59,1.2160
274,6383785,K00239.02,CANDIDATE,CANDIDATE,0.9970,0,0,0,0,3.622755060,2.78680,180.6,1.62,1.2160
275,8026752,K00240.01,CONFIRMED,FALSE POSITIVE,0.0070,0,1,0,0,4.286866229,4.47260,1321.9,4.14,1.0490
276,11288051,K00241.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,13.821420840,3.98500,765.2,2.20,0.6510
277,11288051,K00241.02,CONFIRMED,CANDIDATE,0.9820,0,0,0,0,30.950592700,5.39400,301.4,1.51,0.6510
278,11288051,K00241.03,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.410459810,2.86600,136.2,1.06,0.6510
279,3642741,K00242.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.258450123,5.72970,3714.7,5.53,0.9200
280,9592579,K00243.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,2.637574744,5.45730,5423.5,9.16,1.0300
281,4349452,K00244.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.720370263,2.73060,1180.1,4.75,1.2580
282,4349452,K00244.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.238535444,3.52550,401.6,2.53,1.2580
283,8478994,K00245.01,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,39.792200770,4.46600,610.4,1.90,0.7810
284,8478994,K00245.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,21.301818630,3.87630,87.3,0.72,0.7810
285,11295426,K00246.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.398752862,3.43030,346.5,2.21,1.1980
286,11295426,K00246.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.605059760,3.00630,55.0,0.91,1.1980
287,11852982,K00247.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,13.815044490,2.32440,1032.6,1.91,0.5090
288,5364071,K00248.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.203855862,2.54180,1765.9,2.25,0.5390
289,5364071,K00248.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.912740650,2.18010,1387.2,2.13,0.5390
290,5364071,K00248.03,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.576571021,1.59970,852.8,1.57,0.5390
291,5364071,K00248.04,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,18.596115180,2.30520,813.8,1.53,0.5390
292,9390653,K00249.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.549277089,1.58320,1826.9,1.57,0.3690
293,9757613,K00250.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.282998287,2.70960,2794.7,2.83,0.5370
294,9757613,K00250.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,17.251213970,2.03710,2054.8,2.64,0.5370
295,9757613,K00250.03,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.543919702,1.87170,507.0,1.21,0.5370
296,9757613,K00250.04,CONFIRMED,CANDIDATE,0.9650,0,0,0,0,46.827677250,1.90330,1537.7,2.13,0.5370
297,10489206,K00251.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.164384505,1.84640,2338.0,2.54,0.5080
298,10489206,K00251.02,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,5.774403260,1.76800,245.3,0.80,0.5080
299,11187837,K00252.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,17.604614010,3.71600,2292.1,2.64,0.5160
300,11752906,K00253.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,6.383159135,1.75040,2313.2,2.73,0.5760
301,11752906,K00253.02,CANDIDATE,CANDIDATE,0.9930,0,0,0,0,20.618034800,3.26700,769.5,1.57,0.5760
302,5794240,K00254.01,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,2.455240626,1.72722,36911.9,10.60,0.5680
303,7021681,K00255.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,27.521947720,4.04700,2312.8,2.47,0.5110
304,7021681,K00255.02,CANDIDATE,CANDIDATE,0.9970,0,0,0,0,13.603208100,2.59200,180.5,0.75,0.5110
305,7021681,K00255.03,FALSE POSITIVE,FALSE POSITIVE,0.1220,1,0,1,0,7.733336100,2.80700,126.9,0.57,0.5110
306,11548140,K00256.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.378649746,1.22320,22462.0,6.51,0.4390
307,5514383,K00257.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.883412780,2.06740,487.4,2.63,1.1930
308,11231334,K00258.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.157439220,9.57200,1472.0,96.99,3.1310
309,5790807,K00259.01,FALSE POSITIVE,FALSE POSITIVE,0.3540,0,1,0,0,79.996233280,6.33390,24383.5,40.73,2.4900
310,8292840,K00260.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.495663030,4.73560,106.1,1.34,1.2970
311,8292840,K00260.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,100.283067500,10.86360,351.2,2.51,1.2970
312,8292840,K00260.03,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,21.869657140,5.51770,125.5,1.51,1.2970
313,5383248,K00261.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,16.238477330,3.96990,646.7,2.76,0.9930
314,11807274,K00262.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.812858620,4.09800,117.3,1.68,1.5430
315,11807274,K00262.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.376637130,2.10330,118.4,1.89,1.5430
316,10514430,K00263.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,20.719272230,4.03880,224.6,2.51,1.5450
317,3097346,K00264.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,4.029810359,3.33160,111.1,1.77,1.6510
318,12024120,K00265.01,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,3.568099612,3.21310,98.4,1.36,1.3340
319,7375348,K00266.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,25.308935660,5.77040,153.7,1.77,1.2920
320,7375348,K00266.02,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,47.743950900,2.99000,96.9,1.74,1.2920
321,3425851,K00268.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,110.378382800,12.21100,489.8,3.02,1.3590
322,7670943,K00269.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,18.011649740,6.73670,107.8,1.83,1.4590
323,6528464,K00270.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.582298080,6.37500,118.7,1.53,1.4230
324,6528464,K00270.02,CONFIRMED,CANDIDATE,0.7970,0,0,0,0,33.672806580,8.22670,170.9,1.86,1.4230
325,9451706,K00271.01,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,48.630380500,7.08050,339.8,2.48,1.3520
326,9451706,K00271.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,29.393371610,7.04450,327.0,2.50,1.3520
327,9451706,K00271.03,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,14.435945900,3.41400,107.3,1.46,1.3520
328,5716763,K00272.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.281328310,0.91570,525.5,4.52,1.5960
329,3102384,K00273.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.573751447,1.72590,298.9,2.07,1.0800
330,8077137,K00274.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,15.089641500,4.33490,77.8,1.42,1.6130
331,8077137,K00274.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,22.803025200,4.76800,62.9,1.29,1.6130
332,10586004,K00275.01,CONFIRMED,CANDIDATE,0.9520,0,0,0,0,15.791965940,7.27720,203.1,2.40,1.7040
333,10586004,K00275.02,CONFIRMED,CANDIDATE,0.8030,0,0,0,0,82.200123900,10.62700,233.9,2.57,1.7040
334,11133306,K00276.01,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,41.745988550,4.61250,421.8,2.40,1.1710
335,11401755,K00277.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,16.231917040,7.46100,501.6,3.54,1.5850
336,11401755,K00277.02,CONFIRMED,FALSE POSITIVE,0.0630,1,0,0,0,13.849845670,7.27830,84.6,1.45,1.5850
337,12314973,K00279.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,28.454890910,8.15930,1418.6,6.08,1.5730
338,12314973,K00279.02,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,15.413081200,6.63580,264.3,2.59,1.5730
339,12314973,K00279.03,CONFIRMED,CANDIDATE,0.9840,0,0,0,0,7.514396700,4.86500,36.3,0.96,1.5730
340,4141376,K00280.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,11.872908140,2.53420,332.7,2.25,1.0400
341,4143755,K00281.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,19.556620030,8.08700,298.9,2.45,1.3600
342,5088536,K00282.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,27.508715750,5.92910,639.2,2.98,1.1370
343,5088536,K00282.02,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,8.457448920,3.28930,77.4,1.02,1.1370
344,5088536,K00282.03,CONFIRMED,CANDIDATE,0.8940,0,0,0,0,87.517778700,2.55000,136.5,1.85,1.1370
345,5695396,K00283.01,CONFIRMED,CANDIDATE,0.9760,0,0,0,0,16.091963690,2.89430,415.8,2.13,1.0160
346,5695396,K00283.02,CONFIRMED,CANDIDATE,0.9830,0,0,0,0,25.517274400,4.73500,66.8,0.83,1.0160
347,6021275,K00284.01,CONFIRMED,CANDIDATE,0.9710,0,0,0,0,18.010199560,3.51600,177.7,1.93,1.1010
348,6021275,K00284.02,CONFIRMED,CANDIDATE,0.9190,0,0,0,0,6.414912770,3.36290,121.0,1.40,1.1010
349,6021275,K00284.03,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,6.178173660,3.26010,101.9,1.22,1.1010
350,6021275,K00284.04,CONFIRMED,CANDIDATE,0.8440,0,0,0,0,110.286703100,4.42700,145.3,1.41,1.1010
351,6196457,K00285.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,13.748830590,6.09680,425.9,3.63,1.6700
352,6196457,K00285.02,CONFIRMED,CANDIDATE,0.9760,0,0,0,0,26.723169000,8.50100,195.0,2.31,1.6700
353,6196457,K00285.03,CONFIRMED,FALSE POSITIVE,0.4760,1,0,0,0,49.356790700,10.95400,130.2,1.91,1.6700
354,8258171,K00286.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,23.627222300,7.90000,154.6,3.84,2.8790
355,8703887,K00287.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,14.170972781,3.73160,13496.5,20.88,1.7150
356,9592705,K00288.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,10.275325130,6.30930,209.7,3.04,2.0860
357,10386922,K00289.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,26.629419530,7.87090,492.8,3.13,1.4170
358,10386922,K00289.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,296.637581700,16.42500,2763.1,7.56,1.4170
359,10488450,K00290.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,2.683395376,1.85920,234.7,2.55,1.5290
360,10933561,K00291.01,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,31.517794630,7.63400,357.6,2.72,1.4000
361,10933561,K00291.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.129998580,2.14920,148.0,2.04,1.4000
362,11075737,K00292.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.586639524,2.25300,217.7,1.44,0.9660
363,11200415,K00293.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,4.639585980,2.76800,83.4,1.52,1.6460
364,11259686,K00294.01,CONFIRMED,CANDIDATE,0.5900,0,0,0,0,34.435938700,5.82000,424.5,2.78,1.3630
365,11547513,K00295.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.317440164,2.93310,292.5,1.94,1.0540
366,11547513,K00295.02,CONFIRMED,CANDIDATE,0.9580,0,0,0,0,10.105757640,2.01380,116.8,1.28,1.0540
367,11802615,K00296.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,28.862365710,5.40330,449.2,2.53,1.0880
368,11905011,K00297.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.651789220,3.09330,134.1,2.03,1.4630
369,12785320,K00298.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,19.963672080,2.64030,270.9,1.50,0.7900
370,12785320,K00298.02,CANDIDATE,CANDIDATE,0.9150,0,0,0,0,57.384037500,4.33600,241.7,1.62,0.7900
371,2692377,K00299.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.541676547,1.91180,296.5,1.88,1.0890
372,3438975,K00300.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.976020742,3.73000,114.9,2.07,1.7960
373,3642289,K00301.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.002548291,4.16280,202.0,2.33,1.3600
374,3642289,K00301.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.448658230,4.95300,75.2,1.32,1.3600
375,3662838,K00302.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,24.854665040,9.18200,776.2,7.61,2.5270
376,5966322,K00303.01,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,60.928188660,6.33360,755.6,2.78,1.0230
377,6029239,K00304.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.512037736,2.18610,597.8,2.14,0.8810
378,6029239,K00304.02,CANDIDATE,CANDIDATE,0.7860,0,0,0,0,5.518195000,1.81000,27.1,0.46,0.8810
379,6063220,K00305.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.603575293,2.34990,440.4,1.51,0.7410
380,6071903,K00306.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,24.307843230,2.60540,677.1,2.14,0.8200
381,6289257,K00307.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,19.674097030,3.75350,204.9,1.78,1.0310
382,6289257,K00307.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.211045970,3.34470,102.7,1.18,1.0310
383,6291837,K00308.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,35.596968400,6.69100,684.5,3.72,1.2090
384,7024222,K00309.01,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0,1.633107509,1.49100,60.8,0.53,0.6840
385,7050989,K00312.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.578909260,2.72070,243.4,2.06,1.3030
386,7050989,K00312.02,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,16.399264610,3.41080,220.8,1.94,1.3030
387,7419318,K00313.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,18.735771270,3.03560,567.2,2.10,0.7950
388,7419318,K00313.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.436398290,3.24510,345.5,1.50,0.7950
389,7603200,K00314.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,13.781094710,2.31880,756.0,1.42,0.5030
390,7603200,K00314.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,23.089022410,1.70120,598.3,1.24,0.5030
391,7603200,K00314.03,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,10.312822040,2.01380,137.6,0.59,0.5030
392,7700622,K00315.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,35.583496880,3.98850,937.6,2.03,0.6840
393,8008067,K00316.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,15.771110670,5.05740,547.1,2.62,1.1430
394,8008067,K00316.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,157.065997600,8.12890,551.4,2.63,1.1430
